id,discipline_class_id,day_of_week,start_time,end_time,class_type,created_at
5b1caaff-66c6-40ac-9405-cf567c23740f,4e86ab5e-c4a5-456f-825a-142c45739ddc,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
a20a05da-f8cc-446a-99ed-a01b672a4bf0,4e86ab5e-c4a5-456f-825a-142c45739ddc,QUA,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
38605bd6-6181-49cc-a174-be4fba9ed2ed,6c405b3e-e010-4b5b-b0c9-c8f2512b129f,SEG,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
a6cb1fd8-2c05-49c0-816c-87ca4808c6bb,6c405b3e-e010-4b5b-b0c9-c8f2512b129f,QUA,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
5d19d916-f4e3-42d5-96fe-24b3490c9840,5d442a9f-c2df-4371-8be0-2de6334cc093,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
8aa29685-05c9-4bd2-a835-1cff8fd470ee,5d442a9f-c2df-4371-8be0-2de6334cc093,QUI,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
98514efc-362a-42a4-a6e2-19318133f66b,34c2ee97-b31a-4257-99fa-8ee131d3a1dd,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
bf15ef89-ddea-45bf-89b0-0d63f44becbb,34c2ee97-b31a-4257-99fa-8ee131d3a1dd,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
48db8327-0444-45f5-96a2-71743f9403a4,2d3d7208-5cf8-4f47-a88b-0e55bb72c9d5,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
bf32b1e7-f8c6-4932-b792-fa432c5368a3,2d3d7208-5cf8-4f47-a88b-0e55bb72c9d5,SEX,21:00:00,21:50:00,T,2023-08-10 00:58:55.441717
426a3f24-e143-4ab9-bbce-829015525f05,2d3d7208-5cf8-4f47-a88b-0e55bb72c9d5,SEX,21:50:00,22:40:00,P,2023-08-10 00:58:55.441717
d1a601f3-47e0-48d6-9611-8ca8d6385836,ad6c5c67-1413-4387-8530-13ae3782284e,SEG,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
d361e3d8-8f54-403b-a1f1-5ee4b2a94fd5,ad6c5c67-1413-4387-8530-13ae3782284e,QUI,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
768e03c1-db76-4be3-a199-a16f89c737ca,6a7aed24-a2a4-4cad-ad9f-155d20b2aec3,SEG,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
d0c67675-97c5-4a35-8b20-2694dafb89ae,6a7aed24-a2a4-4cad-ad9f-155d20b2aec3,QUA,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
d1b09cc7-28e4-40bb-9f9d-249f4ec09e57,78054910-d5fc-4cd8-93fe-f209417451e8,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
4909ccf0-caf9-4b2c-b375-e77dbbca075a,78054910-d5fc-4cd8-93fe-f209417451e8,SEX,21:00:00,21:50:00,T,2023-08-10 00:58:55.441717
160c92d9-68cf-4dda-857f-f7f90c0371d4,78054910-d5fc-4cd8-93fe-f209417451e8,SEX,21:50:00,22:40:00,P,2023-08-10 00:58:55.441717
b052d82d-85ec-4596-80bf-b58d9c3a2eab,923eaa74-90fd-485c-95fb-9ef25b3e52dd,SEG,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
e8aa6b63-bc73-4ecd-a553-fe0187070bee,923eaa74-90fd-485c-95fb-9ef25b3e52dd,QUI,15:20:00,16:10:00,T,2023-08-10 00:58:55.441717
69921c35-4a8c-4615-81dc-f3962381d18a,923eaa74-90fd-485c-95fb-9ef25b3e52dd,QUI,16:10:00,17:00:00,P,2023-08-10 00:58:55.441717
0289fcff-688c-4ed8-8d0a-eaea11387118,6d48bff0-3fe2-4028-a998-4c941e446030,QUA,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
37d74931-3d8a-4f95-8e77-14cc09c64917,6d48bff0-3fe2-4028-a998-4c941e446030,SEX,21:00:00,21:50:00,T,2023-08-10 00:58:55.441717
c29d2a2d-4769-49b4-9476-72480e4e71ca,6d48bff0-3fe2-4028-a998-4c941e446030,SEX,21:50:00,22:40:00,P,2023-08-10 00:58:55.441717
3edaa92d-7622-469f-a708-ca4ad0c148ba,04f43865-4268-4811-923b-cc2e4a5c150d,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
28edd8f8-a152-4474-b110-b80ba41a08d6,04f43865-4268-4811-923b-cc2e4a5c150d,SEX,15:20:00,16:10:00,T,2023-08-10 00:58:55.441717
4352bf67-8425-4a2a-9de8-5203517cdd83,04f43865-4268-4811-923b-cc2e4a5c150d,SEX,16:10:00,17:00:00,P,2023-08-10 00:58:55.441717
3c1181e6-bd8b-479a-94eb-c5d6c9f9ed79,6cc95b91-40ba-453a-a0bf-c58ab00d0ae9,QUA,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
7ffc76c9-60e6-40a7-ba98-587c84fa1066,6cc95b91-40ba-453a-a0bf-c58ab00d0ae9,SEX,19:00:00,19:50:00,T,2023-08-10 00:58:55.441717
4215793b-9837-4446-b1f4-ed9b7cba264a,6cc95b91-40ba-453a-a0bf-c58ab00d0ae9,SEX,19:50:00,20:40:00,P,2023-08-10 00:58:55.441717
b593f666-4d9c-4656-b843-de7e3f2349df,049a5ef3-e4cf-459f-a5d9-06951b2e837f,QUA,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
3d4e1ea1-e724-444a-a7fb-91a67cf03bcd,049a5ef3-e4cf-459f-a5d9-06951b2e837f,SEX,13:30:00,14:20:00,T,2023-08-10 00:58:55.441717
09c44a2a-a775-4a49-95c6-cd353cfbfde1,049a5ef3-e4cf-459f-a5d9-06951b2e837f,SEX,14:20:00,15:10:00,P,2023-08-10 00:58:55.441717
af42b460-90d7-4bd4-a412-43e661b451ab,ff1de615-58f2-4817-9c22-92bfbe937dae,SEG,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
3a4522fc-749d-44e2-8e7b-4fb8d3e463fa,ff1de615-58f2-4817-9c22-92bfbe937dae,QUA,19:00:00,19:50:00,T,2023-08-10 00:58:55.441717
2cf32558-8a56-432d-bce4-d0cb2259ce96,ff1de615-58f2-4817-9c22-92bfbe937dae,QUA,19:50:00,20:40:00,P,2023-08-10 00:58:55.441717
e1b3eb33-cdfe-43a0-93a7-1eb8d7032249,489ea023-7442-42dc-a2dd-3ded5f456e26,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
ea29d4d6-4794-42a4-877e-56e2be393a54,489ea023-7442-42dc-a2dd-3ded5f456e26,SEX,21:00:00,21:50:00,T,2023-08-10 00:58:55.441717
839a084a-ec0e-496b-ace3-c17bd7d04c6e,489ea023-7442-42dc-a2dd-3ded5f456e26,SEX,21:50:00,22:40:00,P,2023-08-10 00:58:55.441717
88eb831b-1410-4690-a956-442f7183adf4,71a0d5be-258e-45fa-a5c0-6f65307e3d0b,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
e9de9a32-045d-4c34-b56e-86ab7baf18d4,71a0d5be-258e-45fa-a5c0-6f65307e3d0b,QUI,21:00:00,21:50:00,T,2023-08-10 00:58:55.441717
7d76d527-5204-49b9-b54f-4cf259efba23,71a0d5be-258e-45fa-a5c0-6f65307e3d0b,QUI,21:50:00,22:40:00,P,2023-08-10 00:58:55.441717
d734a940-60f8-419e-a9c8-ad8d532643a9,83e945d3-3608-46e3-94fc-57dba8867f75,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
0b333208-bec1-4b68-a621-0547b0aa5f21,83e945d3-3608-46e3-94fc-57dba8867f75,QUA,13:30:00,14:20:00,T,2023-08-10 00:58:55.441717
14ebe669-1fad-496e-ab42-f6510ab71cfd,83e945d3-3608-46e3-94fc-57dba8867f75,QUA,14:20:00,15:10:00,P,2023-08-10 00:58:55.441717
dcecde2f-9203-4cb5-b88c-29f41b965e11,c322cfb3-8ffc-4bf1-aabd-1134e12e81df,TER,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
fbab646d-874e-4357-9b69-e260535ff14d,c322cfb3-8ffc-4bf1-aabd-1134e12e81df,QUI,15:20:00,16:10:00,T,2023-08-10 00:58:55.441717
32d1e3b7-5a81-4b98-8241-df9e971e5cb3,c322cfb3-8ffc-4bf1-aabd-1134e12e81df,QUI,16:10:00,17:00:00,P,2023-08-10 00:58:55.441717
9aa022cd-44db-43fb-b83a-5f1f80a75776,8d9c182a-6e20-4fb4-b99e-1d78bef1e103,TER,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
8b445640-501a-4165-90ad-35199746a794,8d9c182a-6e20-4fb4-b99e-1d78bef1e103,QUI,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
eab6c507-a1af-4320-8fec-353bf0e54e87,33e99227-4ef2-4b69-9b92-68856a02bb02,TER,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
5e97ccef-8210-4fcc-893b-442ab3eed51f,fa91f6f9-f94f-4ef6-8905-11622237b0c4,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
8d939e51-c827-4c46-af74-5488d0d65628,dc900003-2acb-44e0-aa98-f110353d82bf,TER,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
71477b05-986e-4d07-b8b2-314eb0f04f3d,dc900003-2acb-44e0-aa98-f110353d82bf,QUI,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
743d0bcd-46ce-4edc-9929-55f802053a8e,c676e0d9-c6ff-484d-b2cf-0e924e56ddaa,TER,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
41c18f0b-772f-42c9-a5b9-30420c8d1c99,c676e0d9-c6ff-484d-b2cf-0e924e56ddaa,QUI,13:30:00,15:10:00,P,2023-08-10 00:58:55.441717
fadf1ba8-3350-4d34-a721-f63d7732ccd8,dddbbbbc-a7fe-4129-911c-53bbeb853871,TER,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
60ac4d41-5e0b-4184-83af-7e99fbbcd727,dddbbbbc-a7fe-4129-911c-53bbeb853871,QUI,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
7ab92e7d-31ea-4dcd-8e1c-8cdd8f6d9924,a660e2de-a833-4791-971e-d09e156f6323,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
44ac0abe-88eb-4abf-967e-b12a61480c6b,a660e2de-a833-4791-971e-d09e156f6323,QUA,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
bc7f8f1c-cb8a-42f1-9f24-8d46474355a4,b24205fe-a50b-48f3-afd7-bc2a7f206277,SEG,17:10:00,18:50:00,T,2023-08-10 00:58:55.441717
2446a698-afca-46e6-ad9f-8bc04016628f,b24205fe-a50b-48f3-afd7-bc2a7f206277,QUA,17:10:00,18:50:00,T,2023-08-10 00:58:55.441717
c9023dd4-3706-4cb4-84a1-2ce424abc435,299e69bb-d0d1-444a-89bb-d917804f2a33,TER,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
1ad3ec10-eb57-48f0-92f8-fa9811a57f3f,299e69bb-d0d1-444a-89bb-d917804f2a33,QUI,19:00:00,20:40:00,P,2023-08-10 00:58:55.441717
af7a2b26-0932-409e-b5dd-ee0eaeb8f675,196bfacb-455d-4b72-9234-fbb5d3c0263f,SEG,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
639b8873-4563-4d8e-872f-a784b6fff2c3,196bfacb-455d-4b72-9234-fbb5d3c0263f,QUA,15:20:00,17:00:00,P,2023-08-10 00:58:55.441717
30782cbb-62e0-49eb-bc6a-e9d28162625a,e7a15cfa-6b0d-4114-b142-48c1f5e7e8cc,TER,17:10:00,18:50:00,T,2023-08-10 00:58:55.441717
a1d0303d-67ac-4a88-9658-a735f56d397f,e7a15cfa-6b0d-4114-b142-48c1f5e7e8cc,SEX,17:10:00,18:50:00,P,2023-08-10 00:58:55.441717
d2cb6066-4b4c-4e44-a1bd-e9e38251bc35,0e80bb7a-8cae-4ed3-b78d-8fd78d6a1bc1,SEG,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
e0f33624-bcae-4dd6-86cf-613d5aae9edb,0e80bb7a-8cae-4ed3-b78d-8fd78d6a1bc1,QUI,19:00:00,20:40:00,P,2023-08-10 00:58:55.441717
10bb4d13-8e96-43ac-8666-15c239bf99e8,296298d1-4331-4d6d-a97a-659e830e6bf2,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
1269fa4e-8c88-4a3b-8781-6bdc70e06fe6,296298d1-4331-4d6d-a97a-659e830e6bf2,QUI,21:00:00,22:40:00,P,2023-08-10 00:58:55.441717
8c292364-6ccb-4684-9214-75870e39ce54,a6eb2db7-2dc9-41a6-bf89-fc7dc10550fb,TER,17:10:00,18:50:00,T,2023-08-10 00:58:55.441717
085e5399-688d-4365-baaa-559eacffd1e3,a6eb2db7-2dc9-41a6-bf89-fc7dc10550fb,SEX,17:10:00,18:50:00,P,2023-08-10 00:58:55.441717
85ed7081-acb6-48ab-a007-6b1fc6214006,bbca927b-6f7f-40f7-b336-ed338a0ae88f,SEG,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
79c1172f-d90f-46f1-bfb2-e9ceb08193b1,bbca927b-6f7f-40f7-b336-ed338a0ae88f,QUI,13:30:00,15:10:00,P,2023-08-10 00:58:55.441717
0a2e837a-c2d2-48f0-91e8-d018819f258a,7dd18007-3197-4c25-b9ab-8c23580f035e,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
620792e2-0b03-4067-8a37-2ead85393362,7dd18007-3197-4c25-b9ab-8c23580f035e,SEX,13:30:00,15:10:00,P,2023-08-10 00:58:55.441717
81c00038-1e0d-4b3e-a447-da53c47bd49d,e4f5196e-e81b-41c3-937b-f109c43231e6,QUA,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
c40a67a3-4a9c-40bc-9dc1-76138c48e95a,e4f5196e-e81b-41c3-937b-f109c43231e6,SEX,15:20:00,17:00:00,P,2023-08-10 00:58:55.441717
eaffff75-ba13-43b1-bfa1-cfbe6bb119ee,1b9f4737-1b13-420d-90fa-d9a16cebb84f,SEG,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
e2e5138b-6eb5-417d-ba03-c598cbc76e6f,1b9f4737-1b13-420d-90fa-d9a16cebb84f,QUI,19:00:00,19:50:00,T,2023-08-10 00:58:55.441717
9193f062-d3f1-4b23-8513-cc1aba2c23ec,1b9f4737-1b13-420d-90fa-d9a16cebb84f,QUI,19:50:00,20:40:00,P,2023-08-10 00:58:55.441717
05e4128b-6c1b-473a-afa6-fe307bc437d9,5473edec-030f-4fe9-9072-fa3f6a2ada7c,QUA,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
a2921a76-4978-4c31-8546-f1e19e62d454,5473edec-030f-4fe9-9072-fa3f6a2ada7c,SEX,19:00:00,19:50:00,T,2023-08-10 00:58:55.441717
320c5179-eb2d-4f54-8f06-7810656c482c,5473edec-030f-4fe9-9072-fa3f6a2ada7c,SEX,19:50:00,20:40:00,P,2023-08-10 00:58:55.441717
1526d6de-8ef6-4c48-acc0-528c57a64bd5,6cd3007f-fd2e-4bba-9a59-e6a924c829b2,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
8ef5af9d-3042-4ed8-bf56-8bdef3dcb4b6,6cd3007f-fd2e-4bba-9a59-e6a924c829b2,SEX,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
a01fc724-c586-491f-a3c9-55b101a953db,199e5edc-10e3-4f51-b397-700f8823e73b,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
1f75ff05-3381-4deb-9a68-79944d2974dd,199e5edc-10e3-4f51-b397-700f8823e73b,SEX,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
9c431448-cd66-456d-879e-0a4371d824ca,d038d348-6e70-4f62-b5bd-1406bf6fde76,TER,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
b3e72af7-07c0-488a-927c-fd5fe2def1f3,d038d348-6e70-4f62-b5bd-1406bf6fde76,QUI,13:30:00,15:10:00,P,2023-08-10 00:58:55.441717
3958c4a8-46b6-4980-a0cc-df7b0e628cf5,e9905e3c-c80d-422e-ab75-257614839004,TER,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
047b92e9-944c-49de-ad66-0dd3d8924847,e9905e3c-c80d-422e-ab75-257614839004,SEX,15:20:00,17:00:00,P,2023-08-10 00:58:55.441717
1eb57397-35b2-4b04-958b-9c3eb712e7cc,e243fd43-7c14-431d-8384-4ff1a4fde26f,QUI,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
6788a93d-4ba8-4b24-bd57-6fbb4ffd6bba,c0a4f091-3c4a-4252-9e99-fc327bba1cd2,TER,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
47900369-aa58-4f8b-89e5-687da1c01cde,c0a4f091-3c4a-4252-9e99-fc327bba1cd2,SEX,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
b810379e-2805-4f36-b269-0730fe31619c,eb3be572-ea24-4657-a7b1-74dca1012c6a,SEG,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
72230ba2-c554-4e77-a036-652a7e6efdac,eb3be572-ea24-4657-a7b1-74dca1012c6a,QUI,15:20:00,17:00:00,P,2023-08-10 00:58:55.441717
d3c65594-c28e-4041-8a44-e78c569e97f2,8461f580-a449-40ff-8d68-162bf496bc20,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
10120dba-574d-4702-806b-0699a8d249e7,8461f580-a449-40ff-8d68-162bf496bc20,QUI,13:30:00,15:10:00,P,2023-08-10 00:58:55.441717
5f82ec4b-8541-4472-81eb-de38ecff987d,8ca6f516-825d-4ae2-87d7-16060982a49e,TER,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
f8f86c89-f0ea-4e51-9881-0a366e107e2b,8ca6f516-825d-4ae2-87d7-16060982a49e,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
ee757d6d-8fd5-4646-a30d-401f008c7f26,7bd97f5e-818a-4888-83ba-f11ca9f44d74,QUA,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
4f15da5b-6145-470f-96c8-421d8882cc2d,7bd97f5e-818a-4888-83ba-f11ca9f44d74,SEX,19:00:00,19:50:00,T,2023-08-10 00:58:55.441717
557dd848-acfe-4e8b-bb8e-ee25c4f92365,7bd97f5e-818a-4888-83ba-f11ca9f44d74,SEX,19:50:00,20:40:00,P,2023-08-10 00:58:55.441717
d5ffa81c-f613-401f-9ef6-7ac0d5f3e48d,8588e096-859f-4fbb-b8e0-b5cf38c36650,SEG,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
0927c489-6f03-41cc-92d4-222cd8aece59,8588e096-859f-4fbb-b8e0-b5cf38c36650,QUI,13:30:00,14:20:00,T,2023-08-10 00:58:55.441717
00f2dede-c533-476c-86bf-f78e52194c7e,8588e096-859f-4fbb-b8e0-b5cf38c36650,QUI,14:20:00,15:10:00,P,2023-08-10 00:58:55.441717
174bb2a8-aaa8-48ef-b26c-dce3c67b2166,e7448ced-0556-4709-9123-b9091db8d5e4,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
0289562f-d4c9-49f7-91bc-d81a222e6e28,e7448ced-0556-4709-9123-b9091db8d5e4,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
72a980d2-5627-4116-99d5-1b346175bb12,f6238d46-3e24-4d08-b4b2-c45645677af6,SEG,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
f6158749-e33d-4bdd-a29a-263430f09f3e,f6238d46-3e24-4d08-b4b2-c45645677af6,QUI,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
cf9812e3-e351-4f8c-9808-f57727348c72,545d7443-9645-4d76-af4c-b26523729a7b,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
f41a6a33-b679-4ddb-ae61-6361bee8d7fa,545d7443-9645-4d76-af4c-b26523729a7b,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
